 * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
127.0.0.1 - - [12/Nov/2018 19:35:59] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [12/Nov/2018 19:35:59] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [12/Nov/2018 19:35:59] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [12/Nov/2018 19:35:59] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [12/Nov/2018 19:35:59] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [12/Nov/2018 19:35:59] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [12/Nov/2018 19:35:59] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [12/Nov/2018 19:35:59] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [12/Nov/2018 19:35:59] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [12/Nov/2018 19:36:02] "POST / HTTP/1.1" 302 -
127.0.0.1 - - [12/Nov/2018 19:36:02] "GET /t HTTP/1.1" 200 -
127.0.0.1 - - [12/Nov/2018 19:36:03] "GET /favicon.ico HTTP/1.1" 404 -
[2018-11-13 07:30:30,934] ERROR in app: Exception on /t [GET]
Traceback (most recent call last):
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 2292, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1815, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1718, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1813, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1799, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
  File "st-lite.py", line 41, in check
    stopId = session['userSt_id']
  File "/usr/lib/python2.7/site-packages/werkzeug/local.py", line 377, in <lambda>
    __getitem__ = lambda x, i: x._get_current_object()[i]
  File "/usr/lib64/python2.7/site-packages/flask/sessions.py", line 83, in __getitem__
    return super(SecureCookieSession, self).__getitem__(key)
KeyError: 'userSt_id'
127.0.0.1 - - [13/Nov/2018 07:30:30] "GET /t HTTP/1.1" 500 -
127.0.0.1 - - [13/Nov/2018 07:30:31] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [13/Nov/2018 07:30:31] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [13/Nov/2018 07:30:31] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [13/Nov/2018 07:30:32] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [13/Nov/2018 07:30:34] "GET /favicon.ico HTTP/1.1" 404 -
[2018-11-13 18:10:26,352] ERROR in app: Exception on /t [GET]
Traceback (most recent call last):
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 2292, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1815, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1718, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1813, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1799, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
  File "st-lite.py", line 41, in check
    stopId = session['userSt_id']
  File "/usr/lib/python2.7/site-packages/werkzeug/local.py", line 377, in <lambda>
    __getitem__ = lambda x, i: x._get_current_object()[i]
  File "/usr/lib64/python2.7/site-packages/flask/sessions.py", line 83, in __getitem__
    return super(SecureCookieSession, self).__getitem__(key)
KeyError: 'userSt_id'
127.0.0.1 - - [13/Nov/2018 18:10:26] "GET /t HTTP/1.1" 500 -
127.0.0.1 - - [13/Nov/2018 18:10:26] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [13/Nov/2018 18:10:26] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [13/Nov/2018 18:10:26] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [13/Nov/2018 18:10:26] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [13/Nov/2018 18:10:27] "GET /favicon.ico HTTP/1.1" 404 -
[2018-11-14 14:33:42,657] ERROR in app: Exception on /t [GET]
Traceback (most recent call last):
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 2292, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1815, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1718, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1813, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1799, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
  File "st-lite.py", line 41, in check
    stopId = session['userSt_id']
  File "/usr/lib/python2.7/site-packages/werkzeug/local.py", line 377, in <lambda>
    __getitem__ = lambda x, i: x._get_current_object()[i]
  File "/usr/lib64/python2.7/site-packages/flask/sessions.py", line 83, in __getitem__
    return super(SecureCookieSession, self).__getitem__(key)
KeyError: 'userSt_id'
127.0.0.1 - - [14/Nov/2018 14:33:42] "GET /t HTTP/1.1" 500 -
127.0.0.1 - - [14/Nov/2018 14:33:43] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Nov/2018 14:33:43] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Nov/2018 14:33:43] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [14/Nov/2018 14:33:43] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Nov/2018 14:33:44] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [14/Nov/2018 14:33:46] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [14/Nov/2018 14:33:47] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [14/Nov/2018 14:33:49] "POST / HTTP/1.1" 302 -
127.0.0.1 - - [14/Nov/2018 14:33:50] "GET /t HTTP/1.1" 200 -
[2018-11-14 19:04:50,851] ERROR in app: Exception on /t [GET]
Traceback (most recent call last):
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 2292, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1815, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1718, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1813, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1799, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
  File "st-lite.py", line 41, in check
    stopId = session['userSt_id']
  File "/usr/lib/python2.7/site-packages/werkzeug/local.py", line 377, in <lambda>
    __getitem__ = lambda x, i: x._get_current_object()[i]
  File "/usr/lib64/python2.7/site-packages/flask/sessions.py", line 83, in __getitem__
    return super(SecureCookieSession, self).__getitem__(key)
KeyError: 'userSt_id'
127.0.0.1 - - [14/Nov/2018 19:04:50] "GET /t HTTP/1.1" 500 -
127.0.0.1 - - [14/Nov/2018 19:04:52] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Nov/2018 19:04:52] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Nov/2018 19:04:52] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Nov/2018 19:04:52] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [14/Nov/2018 19:04:54] "GET /favicon.ico HTTP/1.1" 404 -
[2018-11-19 15:39:07,111] ERROR in app: Exception on /t [GET]
Traceback (most recent call last):
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 2292, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1815, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1718, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1813, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1799, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
  File "st-lite.py", line 41, in check
    stopId = session['userSt_id']
  File "/usr/lib/python2.7/site-packages/werkzeug/local.py", line 377, in <lambda>
    __getitem__ = lambda x, i: x._get_current_object()[i]
  File "/usr/lib64/python2.7/site-packages/flask/sessions.py", line 83, in __getitem__
    return super(SecureCookieSession, self).__getitem__(key)
KeyError: 'userSt_id'
127.0.0.1 - - [19/Nov/2018 15:39:07] "GET /t HTTP/1.1" 500 -
127.0.0.1 - - [19/Nov/2018 15:39:07] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [19/Nov/2018 15:39:07] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [19/Nov/2018 15:39:07] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [19/Nov/2018 15:39:08] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [19/Nov/2018 15:39:09] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [19/Nov/2018 15:39:09] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [19/Nov/2018 15:39:09] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Nov/2018 15:39:10] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Nov/2018 15:39:10] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Nov/2018 15:39:10] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Nov/2018 15:39:10] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [19/Nov/2018 15:39:10] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Nov/2018 15:39:10] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Nov/2018 15:39:10] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Nov/2018 15:39:10] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Nov/2018 15:39:10] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [19/Nov/2018 15:39:11] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [19/Nov/2018 15:39:11] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [19/Nov/2018 17:15:49] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [19/Nov/2018 17:15:49] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [19/Nov/2018 17:15:49] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [19/Nov/2018 17:15:49] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [19/Nov/2018 17:15:50] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [19/Nov/2018 17:15:51] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [19/Nov/2018 17:15:53] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [19/Nov/2018 17:15:54] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Nov/2018 17:15:54] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Nov/2018 17:15:54] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Nov/2018 17:15:54] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Nov/2018 17:15:54] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [19/Nov/2018 17:15:54] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Nov/2018 17:15:54] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Nov/2018 17:15:54] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Nov/2018 17:15:54] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Nov/2018 17:15:54] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [19/Nov/2018 23:00:01] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [19/Nov/2018 23:00:01] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [19/Nov/2018 23:00:01] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [19/Nov/2018 23:00:01] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [19/Nov/2018 23:00:02] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [19/Nov/2018 23:00:04] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [19/Nov/2018 23:01:52] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [19/Nov/2018 23:01:52] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Nov/2018 23:01:52] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Nov/2018 23:01:52] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Nov/2018 23:01:53] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Nov/2018 23:01:53] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [19/Nov/2018 23:01:53] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Nov/2018 23:01:53] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Nov/2018 23:01:53] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Nov/2018 23:01:53] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Nov/2018 23:01:53] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [20/Nov/2018 07:55:23] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [20/Nov/2018 07:55:23] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [20/Nov/2018 07:55:23] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [20/Nov/2018 07:55:23] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [20/Nov/2018 07:55:23] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [20/Nov/2018 07:55:25] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [20/Nov/2018 07:55:26] "POST / HTTP/1.1" 302 -
127.0.0.1 - - [20/Nov/2018 07:55:27] "GET /t HTTP/1.1" 200 -
127.0.0.1 - - [20/Nov/2018 07:55:28] "GET /favicon.ico HTTP/1.1" 404 -
[2018-11-20 07:57:22,489] ERROR in app: Exception on /t [GET]
Traceback (most recent call last):
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 2292, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1815, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1718, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1813, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1799, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
  File "st-lite.py", line 41, in check
    stopId = session['userSt_id']
  File "/usr/lib/python2.7/site-packages/werkzeug/local.py", line 377, in <lambda>
    __getitem__ = lambda x, i: x._get_current_object()[i]
  File "/usr/lib64/python2.7/site-packages/flask/sessions.py", line 83, in __getitem__
    return super(SecureCookieSession, self).__getitem__(key)
KeyError: 'userSt_id'
127.0.0.1 - - [20/Nov/2018 07:57:22] "GET /t HTTP/1.1" 500 -
127.0.0.1 - - [20/Nov/2018 07:57:23] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [20/Nov/2018 07:57:23] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [20/Nov/2018 07:57:23] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [20/Nov/2018 07:57:23] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [20/Nov/2018 07:57:24] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [20/Nov/2018 07:57:27] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [20/Nov/2018 07:57:28] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Nov/2018 07:57:28] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Nov/2018 07:57:28] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Nov/2018 07:57:28] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Nov/2018 07:57:29] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [20/Nov/2018 07:57:29] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Nov/2018 07:57:29] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Nov/2018 07:57:29] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Nov/2018 07:57:30] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Nov/2018 07:57:30] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [20/Nov/2018 08:03:30] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [20/Nov/2018 08:03:31] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Nov/2018 08:03:31] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Nov/2018 08:03:31] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Nov/2018 08:03:31] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Nov/2018 08:03:31] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [20/Nov/2018 08:03:32] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Nov/2018 08:03:32] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Nov/2018 08:03:32] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Nov/2018 08:03:32] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Nov/2018 08:03:32] "GET /favicon.ico HTTP/1.1" 404 -
[2018-11-20 08:03:33,026] ERROR in app: Exception on /t [GET]
Traceback (most recent call last):
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 2292, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1815, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1718, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1813, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1799, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
  File "st-lite.py", line 41, in check
    stopId = session['userSt_id']
  File "/usr/lib/python2.7/site-packages/werkzeug/local.py", line 377, in <lambda>
    __getitem__ = lambda x, i: x._get_current_object()[i]
  File "/usr/lib64/python2.7/site-packages/flask/sessions.py", line 83, in __getitem__
    return super(SecureCookieSession, self).__getitem__(key)
KeyError: 'userSt_id'
127.0.0.1 - - [20/Nov/2018 08:03:33] "GET /t HTTP/1.1" 500 -
127.0.0.1 - - [20/Nov/2018 08:03:33] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [20/Nov/2018 08:03:33] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [20/Nov/2018 08:03:33] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [20/Nov/2018 08:03:33] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [20/Nov/2018 08:03:35] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [20/Nov/2018 08:03:37] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [20/Nov/2018 08:03:37] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [20/Nov/2018 08:03:38] "POST / HTTP/1.1" 302 -
127.0.0.1 - - [20/Nov/2018 08:03:39] "GET /t HTTP/1.1" 200 -
127.0.0.1 - - [20/Nov/2018 08:05:53] "POST / HTTP/1.1" 302 -
127.0.0.1 - - [20/Nov/2018 08:05:53] "GET /t HTTP/1.1" 200 -
[2018-11-20 20:49:59,057] ERROR in app: Exception on /t [GET]
Traceback (most recent call last):
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 2292, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1815, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1718, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1813, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1799, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
  File "st-lite.py", line 41, in check
    stopId = session['userSt_id']
  File "/usr/lib/python2.7/site-packages/werkzeug/local.py", line 377, in <lambda>
    __getitem__ = lambda x, i: x._get_current_object()[i]
  File "/usr/lib64/python2.7/site-packages/flask/sessions.py", line 83, in __getitem__
    return super(SecureCookieSession, self).__getitem__(key)
KeyError: 'userSt_id'
127.0.0.1 - - [20/Nov/2018 20:49:59] "GET /t HTTP/1.1" 500 -
127.0.0.1 - - [20/Nov/2018 20:49:59] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [20/Nov/2018 20:49:59] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [20/Nov/2018 20:49:59] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [20/Nov/2018 20:50:01] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [20/Nov/2018 20:50:02] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Nov/2018 20:50:02] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Nov/2018 20:50:02] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Nov/2018 20:50:02] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Nov/2018 20:50:02] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [20/Nov/2018 20:50:02] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Nov/2018 20:50:02] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Nov/2018 20:50:02] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Nov/2018 20:50:02] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Nov/2018 20:50:02] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [20/Nov/2018 20:50:02] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [20/Nov/2018 20:50:03] "GET /favicon.ico HTTP/1.1" 404 -
[2018-11-21 08:03:45,740] ERROR in app: Exception on /t [GET]
Traceback (most recent call last):
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 2292, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1815, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1718, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1813, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1799, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
  File "st-lite.py", line 41, in check
    stopId = session['userSt_id']
  File "/usr/lib/python2.7/site-packages/werkzeug/local.py", line 377, in <lambda>
    __getitem__ = lambda x, i: x._get_current_object()[i]
  File "/usr/lib64/python2.7/site-packages/flask/sessions.py", line 83, in __getitem__
    return super(SecureCookieSession, self).__getitem__(key)
KeyError: 'userSt_id'
127.0.0.1 - - [21/Nov/2018 08:03:45] "GET /t HTTP/1.1" 500 -
127.0.0.1 - - [21/Nov/2018 08:03:46] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [21/Nov/2018 08:03:46] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [21/Nov/2018 08:03:46] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Nov/2018 08:03:46] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [21/Nov/2018 08:03:47] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [21/Nov/2018 08:03:49] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [21/Nov/2018 08:03:49] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [21/Nov/2018 08:03:49] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [21/Nov/2018 08:03:49] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [21/Nov/2018 08:03:50] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [21/Nov/2018 08:03:50] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [21/Nov/2018 08:03:50] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [21/Nov/2018 08:03:50] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [21/Nov/2018 08:03:50] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [21/Nov/2018 08:03:50] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [21/Nov/2018 08:03:50] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
