 * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
127.0.0.1 - - [19/Oct/2018 12:35:33] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [19/Oct/2018 12:35:33] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Oct/2018 12:35:33] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Oct/2018 12:35:34] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Oct/2018 12:35:34] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Oct/2018 12:35:34] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [19/Oct/2018 12:38:35] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [19/Oct/2018 12:38:35] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [19/Oct/2018 12:38:35] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [19/Oct/2018 12:38:35] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [19/Oct/2018 12:38:36] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [19/Oct/2018 12:38:37] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [19/Oct/2018 12:38:37] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Oct/2018 12:38:37] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Oct/2018 12:38:37] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Oct/2018 12:38:37] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Oct/2018 12:38:37] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Oct/2018 12:38:37] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [19/Oct/2018 12:38:37] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Oct/2018 12:38:37] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [19/Oct/2018 12:38:37] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Oct/2018 12:38:37] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Oct/2018 12:38:37] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Oct/2018 12:38:37] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Oct/2018 12:38:37] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Oct/2018 12:38:37] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [19/Oct/2018 12:38:38] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [19/Oct/2018 12:38:41] "POST / HTTP/1.1" 302 -
127.0.0.1 - - [19/Oct/2018 12:38:42] "GET /t HTTP/1.1" 200 -
127.0.0.1 - - [19/Oct/2018 12:38:43] "GET /favicon.ico HTTP/1.1" 404 -
[2018-10-20 09:36:02,573] ERROR in app: Exception on /t [GET]
Traceback (most recent call last):
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 2292, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1815, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1718, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1813, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1799, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
  File "st-lite.py", line 41, in check
    stopId = session['userSt_id']
  File "/usr/lib/python2.7/site-packages/werkzeug/local.py", line 377, in <lambda>
    __getitem__ = lambda x, i: x._get_current_object()[i]
  File "/usr/lib64/python2.7/site-packages/flask/sessions.py", line 83, in __getitem__
    return super(SecureCookieSession, self).__getitem__(key)
KeyError: 'userSt_id'
127.0.0.1 - - [20/Oct/2018 09:36:02] "GET /t HTTP/1.1" 500 -
127.0.0.1 - - [20/Oct/2018 09:36:02] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [20/Oct/2018 09:36:02] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [20/Oct/2018 09:36:02] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [20/Oct/2018 09:36:03] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [20/Oct/2018 09:36:04] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 09:36:05] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [20/Oct/2018 09:36:06] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 09:36:06] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 09:36:06] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 09:36:06] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 09:36:06] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 09:36:06] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 09:36:06] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 09:36:06] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 09:36:07] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 09:36:07] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 17:01:23] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [20/Oct/2018 17:01:23] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 17:01:24] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 17:01:24] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 17:01:24] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 17:01:24] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 17:01:24] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 17:01:24] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 17:01:24] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 17:01:24] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 17:01:24] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 17:25:13] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [20/Oct/2018 17:25:14] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 17:25:14] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 17:25:14] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 17:25:14] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 17:25:14] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 17:25:14] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 17:25:14] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 17:25:14] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 17:25:14] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 17:25:14] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 20:17:37] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [20/Oct/2018 20:17:39] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 20:17:39] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 20:17:39] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 20:17:39] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 20:17:39] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 20:17:39] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 20:17:39] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 20:17:39] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 20:17:40] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 20:17:40] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 20:21:54] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [20/Oct/2018 20:21:54] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 20:21:55] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 20:21:55] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 20:21:55] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 20:21:55] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 20:21:55] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 20:21:55] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 20:21:55] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 20:21:55] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [20/Oct/2018 20:21:55] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [21/Oct/2018 13:09:51] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [21/Oct/2018 13:09:52] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [21/Oct/2018 13:09:52] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [21/Oct/2018 13:09:52] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [21/Oct/2018 13:09:52] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [21/Oct/2018 13:09:52] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [21/Oct/2018 13:09:53] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [21/Oct/2018 13:09:53] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [21/Oct/2018 13:09:53] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [21/Oct/2018 13:09:53] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [21/Oct/2018 13:09:53] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [22/Oct/2018 12:40:19] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [22/Oct/2018 12:40:20] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [22/Oct/2018 12:40:20] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [22/Oct/2018 12:40:20] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [22/Oct/2018 12:40:20] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [22/Oct/2018 12:40:20] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [22/Oct/2018 12:40:20] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [22/Oct/2018 12:40:20] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [22/Oct/2018 12:40:20] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [22/Oct/2018 12:40:20] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [22/Oct/2018 12:40:21] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [22/Oct/2018 12:40:26] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [22/Oct/2018 12:40:26] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [22/Oct/2018 12:40:26] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [22/Oct/2018 12:40:26] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [22/Oct/2018 12:40:26] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Oct/2018 12:40:27] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [22/Oct/2018 12:40:27] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [22/Oct/2018 12:40:27] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [22/Oct/2018 12:40:27] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [22/Oct/2018 12:40:28] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [22/Oct/2018 12:40:29] "POST / HTTP/1.1" 302 -
127.0.0.1 - - [22/Oct/2018 12:40:30] "GET /t HTTP/1.1" 200 -
127.0.0.1 - - [22/Oct/2018 12:40:31] "GET /favicon.ico HTTP/1.1" 404 -
[2018-10-23 12:29:29,870] ERROR in app: Exception on /t [GET]
Traceback (most recent call last):
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 2292, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1815, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1718, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1813, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1799, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
  File "st-lite.py", line 41, in check
    stopId = session['userSt_id']
  File "/usr/lib/python2.7/site-packages/werkzeug/local.py", line 377, in <lambda>
    __getitem__ = lambda x, i: x._get_current_object()[i]
  File "/usr/lib64/python2.7/site-packages/flask/sessions.py", line 83, in __getitem__
    return super(SecureCookieSession, self).__getitem__(key)
KeyError: 'userSt_id'
127.0.0.1 - - [23/Oct/2018 12:29:29] "GET /t HTTP/1.1" 500 -
127.0.0.1 - - [23/Oct/2018 12:29:30] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2018 12:29:30] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2018 12:29:30] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2018 12:29:30] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2018 12:29:31] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [23/Oct/2018 12:29:33] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2018 12:29:34] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [23/Oct/2018 12:29:35] "POST / HTTP/1.1" 302 -
127.0.0.1 - - [23/Oct/2018 12:29:36] "GET /t HTTP/1.1" 200 -
[2018-10-23 12:31:06,732] ERROR in app: Exception on /t [GET]
Traceback (most recent call last):
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 2292, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1815, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1718, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1813, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1799, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
  File "st-lite.py", line 41, in check
    stopId = session['userSt_id']
  File "/usr/lib/python2.7/site-packages/werkzeug/local.py", line 377, in <lambda>
    __getitem__ = lambda x, i: x._get_current_object()[i]
  File "/usr/lib64/python2.7/site-packages/flask/sessions.py", line 83, in __getitem__
    return super(SecureCookieSession, self).__getitem__(key)
KeyError: 'userSt_id'
127.0.0.1 - - [23/Oct/2018 12:31:06] "GET /t HTTP/1.1" 500 -
127.0.0.1 - - [23/Oct/2018 12:31:07] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2018 12:31:07] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2018 12:31:07] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2018 12:31:07] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2018 12:31:08] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [23/Oct/2018 12:31:11] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2018 12:31:11] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [23/Oct/2018 12:31:12] "POST / HTTP/1.1" 302 -
127.0.0.1 - - [23/Oct/2018 12:31:12] "GET /t HTTP/1.1" 200 -
[2018-10-24 10:50:33,513] ERROR in app: Exception on /t [GET]
Traceback (most recent call last):
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 2292, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1815, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1718, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1813, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1799, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
  File "st-lite.py", line 41, in check
    stopId = session['userSt_id']
  File "/usr/lib/python2.7/site-packages/werkzeug/local.py", line 377, in <lambda>
    __getitem__ = lambda x, i: x._get_current_object()[i]
  File "/usr/lib64/python2.7/site-packages/flask/sessions.py", line 83, in __getitem__
    return super(SecureCookieSession, self).__getitem__(key)
KeyError: 'userSt_id'
127.0.0.1 - - [24/Oct/2018 10:50:33] "GET /t HTTP/1.1" 500 -
127.0.0.1 - - [24/Oct/2018 10:50:33] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [24/Oct/2018 10:50:33] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [24/Oct/2018 10:50:33] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [24/Oct/2018 10:50:34] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [24/Oct/2018 10:50:35] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [24/Oct/2018 12:25:23] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [24/Oct/2018 12:25:24] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [24/Oct/2018 12:25:24] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [24/Oct/2018 12:25:24] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [24/Oct/2018 12:25:25] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [24/Oct/2018 12:25:26] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [24/Oct/2018 12:25:27] "POST / HTTP/1.1" 302 -
127.0.0.1 - - [24/Oct/2018 12:25:27] "GET /t HTTP/1.1" 200 -
127.0.0.1 - - [24/Oct/2018 12:25:28] "GET /favicon.ico HTTP/1.1" 404 -
[2018-10-24 13:53:37,857] ERROR in app: Exception on /t [GET]
Traceback (most recent call last):
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 2292, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1815, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1718, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1813, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1799, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
  File "st-lite.py", line 41, in check
    stopId = session['userSt_id']
  File "/usr/lib/python2.7/site-packages/werkzeug/local.py", line 377, in <lambda>
    __getitem__ = lambda x, i: x._get_current_object()[i]
  File "/usr/lib64/python2.7/site-packages/flask/sessions.py", line 83, in __getitem__
    return super(SecureCookieSession, self).__getitem__(key)
KeyError: 'userSt_id'
127.0.0.1 - - [24/Oct/2018 13:53:37] "GET /t HTTP/1.1" 500 -
127.0.0.1 - - [24/Oct/2018 13:53:38] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [24/Oct/2018 13:53:38] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [24/Oct/2018 13:53:38] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [24/Oct/2018 13:53:38] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [24/Oct/2018 13:53:39] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [24/Oct/2018 13:53:41] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [24/Oct/2018 13:53:41] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [24/Oct/2018 13:53:43] "POST / HTTP/1.1" 302 -
127.0.0.1 - - [24/Oct/2018 13:53:44] "GET /t HTTP/1.1" 200 -
127.0.0.1 - - [24/Oct/2018 13:54:10] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [24/Oct/2018 13:55:40] "POST / HTTP/1.1" 302 -
127.0.0.1 - - [24/Oct/2018 13:55:41] "GET /t HTTP/1.1" 200 -
127.0.0.1 - - [24/Oct/2018 13:55:46] "POST / HTTP/1.1" 302 -
127.0.0.1 - - [24/Oct/2018 13:55:47] "GET /t HTTP/1.1" 200 -
127.0.0.1 - - [24/Oct/2018 13:55:50] "POST / HTTP/1.1" 302 -
127.0.0.1 - - [24/Oct/2018 13:55:51] "GET /t HTTP/1.1" 200 -
[2018-10-24 14:06:46,198] ERROR in app: Exception on /t [GET]
Traceback (most recent call last):
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 2292, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1815, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1718, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1813, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1799, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
  File "st-lite.py", line 41, in check
    stopId = session['userSt_id']
  File "/usr/lib/python2.7/site-packages/werkzeug/local.py", line 377, in <lambda>
    __getitem__ = lambda x, i: x._get_current_object()[i]
  File "/usr/lib64/python2.7/site-packages/flask/sessions.py", line 83, in __getitem__
    return super(SecureCookieSession, self).__getitem__(key)
KeyError: 'userSt_id'
127.0.0.1 - - [24/Oct/2018 14:06:46] "GET /t HTTP/1.1" 500 -
127.0.0.1 - - [24/Oct/2018 14:06:46] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [24/Oct/2018 14:06:46] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [24/Oct/2018 14:06:46] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [24/Oct/2018 14:06:47] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [24/Oct/2018 14:06:48] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [24/Oct/2018 14:06:49] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [24/Oct/2018 14:06:50] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [24/Oct/2018 14:06:51] "POST / HTTP/1.1" 302 -
127.0.0.1 - - [24/Oct/2018 14:06:51] "GET /t HTTP/1.1" 200 -
[2018-10-24 16:52:51,009] ERROR in app: Exception on /t [GET]
Traceback (most recent call last):
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 2292, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1815, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1718, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1813, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1799, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
  File "st-lite.py", line 41, in check
    stopId = session['userSt_id']
  File "/usr/lib/python2.7/site-packages/werkzeug/local.py", line 377, in <lambda>
    __getitem__ = lambda x, i: x._get_current_object()[i]
  File "/usr/lib64/python2.7/site-packages/flask/sessions.py", line 83, in __getitem__
    return super(SecureCookieSession, self).__getitem__(key)
